document_id,file_path,risk_score,dei_keywords,proxy_keywords,binding_keywords,applicability_tags,text_length
4260e59b296ab49cb9ae241fbba37c68,research_results/documents/parsed/4260e59b296ab49cb9ae241fbba37c68.txt,3,inclusion; equity; diversity; dei; underrepresented,cultural competence,contract; required; agreement; statewide; policy; shall,hiring; procurement; training; housing,38034
1d20c2a61ee7a30f077fe8e8eeba2667,research_results/documents/parsed/1d20c2a61ee7a30f077fe8e8eeba2667.txt,3,inclusion; equity; diversity; deib; dei; underrepresented,lived experience; bipoc,must; policy; agreement,hiring; training; housing,18877
592594abd4eb6a8bad89ce62855bb42e,research_results/documents/parsed/592594abd4eb6a8bad89ce62855bb42e.txt,2,inclusion; equity; diversity; dei; underserved,,contract; applicability; must; required; standard,hiring; procurement; housing,21859
645b1f978c1291384280119d20b07e77,research_results/documents/parsed/645b1f978c1291384280119d20b07e77.txt,2,inclusion; equity; diversity; dei; underrepresented,,contract; must; required; agreement; statewide; policy; standard; mandatory; shall,hiring; procurement; training; housing,67969
39aacc6287ece4d98183827562496c5e,research_results/documents/parsed/39aacc6287ece4d98183827562496c5e.txt,2,inclusion; equity; diversity; dei,,statewide; contract; mandatory; shall,procurement; housing,13084
f17c22e859e2c48b5a346d23fc10a3c0,research_results/documents/parsed/f17c22e859e2c48b5a346d23fc10a3c0.txt,2,underserved; inclusion; equity; diversity,,must; statewide; policy; standard,hiring; housing,15914
0605239e9e394ac73f36ee2d115a566f,research_results/documents/parsed/0605239e9e394ac73f36ee2d115a566f.txt,2,inclusion; equity; diversity; dei,,must; required; statewide; standard; shall,hiring; training; housing,11831
ffb8613e7bb63a09a1349a4f4cd7e90b,research_results/documents/parsed/ffb8613e7bb63a09a1349a4f4cd7e90b.txt,2,inclusion; equity; diversity; dei; underrepresented; underserved,,must; policy; standard; required,training; housing,22565
57a271a61cfdda6b8b76a264c5c1a897,research_results/documents/parsed/57a271a61cfdda6b8b76a264c5c1a897.txt,2,inclusion; equity; diversity; dei; underrepresented; underserved,,contract; must; required; agreement; statewide; ordinance; policy; standard; applicable to; shall,hiring; procurement; training; housing,114632
6e6c69b294212c64d1c617f261e70841,research_results/documents/parsed/6e6c69b294212c64d1c617f261e70841.txt,2,inclusion; equity; diversity; dei; underrepresented; underserved,,must; policy,hiring; procurement; training; housing,36369
301c581abbfcce15c8336a36b2946da3,research_results/documents/parsed/301c581abbfcce15c8336a36b2946da3.txt,2,inclusion; equity; diversity; dei,,policy; shall,hiring; training,6892
60ff12d7e79e6a9763b86f62b24ac6f4,research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt,2,inclusion; equity; diversity; deib; dei; underrepresented,,contract; must; required; statewide; standard,hiring; procurement; training; housing,82412
9992a1019c1a850d63d4e6c5f0ef450b,research_results/documents/parsed/9992a1019c1a850d63d4e6c5f0ef450b.txt,1,inclusion; equity; diversity; dei,,,training,8230
