document_id,file_path,risk_score,dei_keywords,proxy_keywords,binding_keywords,applicability_tags,text_length
301c581abbfcce15c8336a36b2946da3,research_results/documents/parsed/301c581abbfcce15c8336a36b2946da3.txt,2,inclusion; dei; diversity; equity,,shall; policy,hiring; training,6892
13a8dbfefb0e62ac8f3861aa3b6c4758,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt,2,equity,,policy,procurement; training; housing,5019
f6741790087ba13efcf09ff18aaee9d6,research_results/documents/parsed/f6741790087ba13efcf09ff18aaee9d6.txt,2,inclusion; diversity,,shall; required; contract,procurement; housing,7916
11925ba57cc06a39fad9a6dc5a8cc1f0,research_results/documents/parsed/11925ba57cc06a39fad9a6dc5a8cc1f0.txt,2,equity,,policy,,913
60ff12d7e79e6a9763b86f62b24ac6f4,research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt,2,inclusion; equity; deib; dei; diversity; underrepresented,,statewide; standard; contract; must; required,hiring; procurement; training; housing,82412
f220833a1ebb227c820ffdcc641e2779,research_results/documents/parsed/f220833a1ebb227c820ffdcc641e2779.txt,2,inclusion; diversity; equity,,must; policy,procurement; training; housing,13772
9992a1019c1a850d63d4e6c5f0ef450b,research_results/documents/parsed/9992a1019c1a850d63d4e6c5f0ef450b.txt,1,inclusion; dei; diversity; equity,,,training,8230
95c63fdf066dde780c9aa043c6292579,research_results/documents/parsed/95c63fdf066dde780c9aa043c6292579.txt,0,,,policy,,172
24317d7e02e5e73e45cc19e5b4bc8182,research_results/documents/parsed/24317d7e02e5e73e45cc19e5b4bc8182.txt,0,,,,,1089
c6a05a0f4e6c2b828b90061d477fc6c0,research_results/documents/parsed/c6a05a0f4e6c2b828b90061d477fc6c0.txt,0,,,must; agreement,hiring; housing,41601
de030a0d5975e90c1b9a84e6bf00f918,research_results/documents/parsed/de030a0d5975e90c1b9a84e6bf00f918.txt,0,,,must; policy,housing,62411
9c5b986feef96c0eff29c2fb4d2f4aeb,research_results/documents/parsed/9c5b986feef96c0eff29c2fb4d2f4aeb.txt,0,,,policy,training,205
a11f4770e29e1aa6db299b300fe149aa,research_results/documents/parsed/a11f4770e29e1aa6db299b300fe149aa.txt,0,,,standard,procurement,1352
ff90821feeb2b02a33a6f9fc8e5f3fcd,research_results/documents/parsed/ff90821feeb2b02a33a6f9fc8e5f3fcd.txt,0,,,,,278
d75277cdffef995a46ae59bdaef1db86,research_results/documents/parsed/d75277cdffef995a46ae59bdaef1db86.txt,0,,,,,278
dfb92c0fbce43f49713c9bdee73a921b,research_results/documents/parsed/dfb92c0fbce43f49713c9bdee73a921b.txt,0,,,,housing,644
8c21469e1d654a8bbc0bf84492c7aa71,research_results/documents/parsed/8c21469e1d654a8bbc0bf84492c7aa71.txt,0,,,policy,housing,15740
bcb680272f5d9ea076d621ded3061763,research_results/documents/parsed/bcb680272f5d9ea076d621ded3061763.txt,0,,,,,1617
b8db36676c4c140396b695f791f8e0b9,research_results/documents/parsed/b8db36676c4c140396b695f791f8e0b9.txt,0,,,policy; standard,hiring; procurement; training; housing,6458
72452bef644dc6379e166efa8730a402,research_results/documents/parsed/72452bef644dc6379e166efa8730a402.txt,0,,,policy,training,207
5b94e8a5df0af6d0ee9bdeaa10261e5e,research_results/documents/parsed/5b94e8a5df0af6d0ee9bdeaa10261e5e.txt,0,,,policy,hiring; procurement; training; housing,4140
8541f98a9197bcf1a78f11abacb062b9,research_results/documents/parsed/8541f98a9197bcf1a78f11abacb062b9.txt,0,,,,,1132
121df9a7bd9e7fb132e4cbd006e418fd,research_results/documents/parsed/121df9a7bd9e7fb132e4cbd006e418fd.txt,0,,,statewide; contract; must; policy; required,hiring; procurement; training; housing,36892
e1107f33d362b88c5757c2d7d4f1abea,research_results/documents/parsed/e1107f33d362b88c5757c2d7d4f1abea.txt,0,,,statewide,,733
3d5bde53de69554f6a3a0fffa1a0ca00,research_results/documents/parsed/3d5bde53de69554f6a3a0fffa1a0ca00.txt,0,,,,training,6539
3c72cd8d521a53f9c2171552b3686808,research_results/documents/parsed/3c72cd8d521a53f9c2171552b3686808.txt,0,,,policy,,231
99dcf3d5449817538f56e3cd23ec5fc1,research_results/documents/parsed/99dcf3d5449817538f56e3cd23ec5fc1.txt,0,,,agreement; shall; standard; contract; required,hiring; procurement,3553
c79073ad28f6e6b357996a771378cc0c,research_results/documents/parsed/c79073ad28f6e6b357996a771378cc0c.txt,0,,,agreement; required,housing,13072
937374b235c61ee1f6081afde70f0ce0,research_results/documents/parsed/937374b235c61ee1f6081afde70f0ce0.txt,0,,,policy,procurement; training; housing,6874
ce1173050faddc89621200959d54906c,research_results/documents/parsed/ce1173050faddc89621200959d54906c.txt,0,,,,,2586
