candidate_type,candidate,domain,score,mentions,source_count,sample_sources
domain,it.wordpress.org,it.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,nb.wordpress.org,nb.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,nl.wordpress.org,nl.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,pl.wordpress.org,pl.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ro.wordpress.org,ro.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ru.wordpress.org,ru.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,tr.wordpress.org,tr.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,meetings.boardbook.org,meetings.boardbook.org,39,5,3,research_results/documents/parsed/592c84071aa2e1e2c199fe14a36d610c.txt | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,ohs.org,ohs.org,39,5,5,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_articles_blacks_in_oregon.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html
domain,commons.wikimedia.org,commons.wikimedia.org,38,7,5,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Main_Page.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Main_Page_87ed5625e3.html
domain,tools.ietf.org,tools.ietf.org,38,7,4,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Internet_media_type.html | research_results/third_party_downloads/schema.org/schema.org_ImageObject.html | research_results/third_party_downloads/schema.org/schema.org_Person.html | research_results/third_party_downloads/schema.org/schema.org_VideoObject.html
domain,www.bbbmarketplacetrust.org,www.bbbmarketplacetrust.org,38,6,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,unece.org,unece.org,38,5,5,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/schema.org/schema.org_ImageObject.html | research_results/third_party_downloads/schema.org/schema.org_LikeAction.html | research_results/third_party_downloads/schema.org/schema.org_Person.html | research_results/third_party_downloads/schema.org/schema.org_VideoObject.html
domain,racialequityalliance.org,racialequityalliance.org,38,5,3,research_results/documents/parsed/2cb743c45485324adc632bb0642bc614.txt | research_results/third_party_downloads/www.raceforward.org/www.raceforward.org_what-racial-equity.html | research_results/third_party_downloads/www.raceforward.org/www.raceforward.org_what-racial-equity_259c654ae6.html
domain,give.charitynavigator.org,give.charitynavigator.org,38,5,5,research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_971d07e68d.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_about-us.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_843935514.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_942759879.html
domain,www.thisisreframe.org,www.thisisreframe.org,38,4,4,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,defineamerican.com,defineamerican.com,38,4,4,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,narrativeinitiative.org,narrativeinitiative.org,38,4,4,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,www.frameworksinstitute.org,www.frameworksinstitute.org,38,4,4,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,www.radcommsnetwork.org,www.radcommsnetwork.org,38,4,4,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,popcollab.org,popcollab.org,38,4,4,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,www.xyz.edu,www.xyz.edu,38,4,2,research_results/documents/parsed/9e9cb48c1174c31afed273d1a674e5ba.txt | research_results/third_party_downloads/schema.org/schema.org_Person.html
domain,targetjobs.co.uk,targetjobs.co.uk,38,4,2,research_results/documents/parsed/9e9cb48c1174c31afed273d1a674e5ba.txt | research_results/third_party_downloads/schema.org/schema.org_Person.html
org_name,Oregon Convention Center Oregon Zoo Portland Expo Center,,38,11,11,research_results/documents/parsed/0fa504280ae86dd4e5ccf8c473b7d22c.txt | research_results/documents/parsed/78c1b6400b5d5a077a730e1abdd3a397.txt | research_results/documents/parsed/d1b57d035c043d274245fea7ac99f95a.txt | research_results/documents/parsed/ebc99fc1209f8c2c5f749b2004124f65.txt | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html
org_name,Business Services,,38,5,5,research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt | research_results/documents/parsed/645b1f978c1291384280119d20b07e77.txt | research_results/documents/parsed/6e6c69b294212c64d1c617f261e70841.txt | research_results/documents/parsed/b3b027941a48b0372a0fe52293173996.txt | research_results/documents/parsed/e074d302eac8c1251ce84c7611f87a01.txt
domain,op.europa.eu,op.europa.eu,37,9,1,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html
domain,www.stollberne.com,www.stollberne.com,37,9,4,research_results/third_party_downloads/stollberne.com/stollberne.com.html | research_results/third_party_downloads/stollberne.com/stollberne.com_46bb56dec9.html | research_results/third_party_downloads/stollberne.com/stollberne.com_about.html | research_results/third_party_downloads/stollberne.com/stollberne.com_d01149be10.html
domain,www.isbn.org,www.isbn.org,37,5,1,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,www.googleadservices.com,www.googleadservices.com,36,8,1,research_results/third_party_downloads/youtu.be/www.youtube.com_watch_a11e8d949b.html
domain,help.candid.org,help.candid.org,36,4,3,research_results/third_party_downloads/www.guidestar.org/www.guidestar.org.html | research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_33a08789e6.html | research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_profile_shared_89796459-f7f6-4286-b0df-2352a87aef3f.html
domain,soundcloud.com,soundcloud.com,36,4,3,research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html
domain,rr1---sn-nx57ynsr.googlevideo.com,rr1---sn-nx57ynsr.googlevideo.com,35,7,2,research_results/third_party_downloads/youtu.be/www.youtube.com_watch_a11e8d949b.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_c6af67a01c.html
domain,i.ytimg.com,i.ytimg.com,35,5,5,research_results/third_party_downloads/youtu.be/www.youtube.com.html | research_results/third_party_downloads/youtu.be/www.youtube.com_301321fb47.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_a11e8d949b.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_c6af67a01c.html
domain,youtubei-att.googleapis.com,youtubei-att.googleapis.com,35,5,5,research_results/third_party_downloads/youtu.be/www.youtube.com.html | research_results/third_party_downloads/youtu.be/www.youtube.com_301321fb47.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_a11e8d949b.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_c6af67a01c.html
domain,www.opportunityagenda.org,www.opportunityagenda.org,35,4,3,research_results/documents/parsed/2cb743c45485324adc632bb0642bc614.txt | research_results/documents/parsed/ffb8613e7bb63a09a1349a4f4cd7e90b.txt | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_843935514.html
org_name,Learn More Federal Initiative,,35,7,7,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt | research_results/documents/parsed/6edb45aeefba069c869f50585373f1c6.txt | research_results/third_party_downloads/raceforward.org/www.raceforward.org.html | research_results/third_party_downloads/raceforward.org/www.raceforward.org_641110ad5f.html | research_results/third_party_downloads/www.raceforward.org/www.raceforward.org.html
org_name,Domestic Policy Council,,35,7,7,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt | research_results/documents/parsed/6edb45aeefba069c869f50585373f1c6.txt | research_results/third_party_downloads/raceforward.org/www.raceforward.org.html | research_results/third_party_downloads/raceforward.org/www.raceforward.org_641110ad5f.html | research_results/third_party_downloads/www.raceforward.org/www.raceforward.org.html
org_name,Policy Partnerships Equity Metrics Global Justice Network,,35,5,5,research_results/documents/parsed/e1ab2e335f7e813fd3cfbd5c10ab62b6.txt | research_results/documents/parsed/f220833a1ebb227c820ffdcc641e2779.txt | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html
org_name,Belonging Communications Faculty Cluster Initiative,,35,5,5,research_results/documents/parsed/e1ab2e335f7e813fd3cfbd5c10ab62b6.txt | research_results/documents/parsed/f220833a1ebb227c820ffdcc641e2779.txt | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_de32e3d51e.html | research_results/third_party_downloads/belonging.berkeley.edu/belonging.berkeley.edu_targeted-universalism.html
domain,liberalarts.utexas.edu,liberalarts.utexas.edu,34,8,4,research_results/third_party_downloads/immigrationhistory.org/immigrationhistory.org.html | research_results/third_party_downloads/immigrationhistory.org/immigrationhistory.org_165c29b646.html | research_results/third_party_downloads/immigrationhistory.org/immigrationhistory.org_277d15a1d2.html | research_results/third_party_downloads/immigrationhistory.org/immigrationhistory.org_item_page-act.html
domain,datatracker.ietf.org,datatracker.ietf.org,34,7,3,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Internet_media_type.html
domain,en.wiktionary.org,en.wiktionary.org,34,6,3,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Main_Page.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Main_Page_87ed5625e3.html
domain,podcasts.apple.com,podcasts.apple.com,34,5,5,research_results/third_party_downloads/colorlines.com/colorlines.com.html | research_results/third_party_downloads/colorlines.com/colorlines.com_bd1555a1fc.html | research_results/third_party_downloads/wordpress.org/wordpress.org_news.html | research_results/third_party_downloads/www.colorlines.com/colorlines.com.html | research_results/third_party_downloads/www.colorlines.com/colorlines.com_bd1555a1fc.html
domain,af.wordpress.org,af.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,am.wordpress.org,am.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,arg.wordpress.org,arg.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ar.wordpress.org,ar.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,as.wordpress.org,as.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,az.wordpress.org,az.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,az-tr.wordpress.org,az-tr.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bel.wordpress.org,bel.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bg.wordpress.org,bg.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bn.wordpress.org,bn.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bn-in.wordpress.org,bn-in.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bo.wordpress.org,bo.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bre.wordpress.org,bre.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,bs.wordpress.org,bs.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ca-valencia.wordpress.org,ca-valencia.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ceb.wordpress.org,ceb.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,co.wordpress.org,co.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,cy.wordpress.org,cy.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,da.wordpress.org,da.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,de-at.wordpress.org,de-at.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,de-ch.wordpress.org,de-ch.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,dv.wordpress.org,dv.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,dzo.wordpress.org,dzo.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,ewe.wordpress.org,ewe.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,en-au.wordpress.org,en-au.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,en-ca.wordpress.org,en-ca.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,en-gb.wordpress.org,en-gb.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,en-nz.wordpress.org,en-nz.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,en-za.wordpress.org,en-za.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,eo.wordpress.org,eo.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-ar.wordpress.org,es-ar.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-cr.wordpress.org,es-cr.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-do.wordpress.org,es-do.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-gt.wordpress.org,es-gt.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,es-hn.wordpress.org,es-hn.wordpress.org,34,5,5,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
