domain,url,final_url,status,http_status,content_type,bytes,saved_path,error
colorlines.com,https://colorlines.com/categories/schools-youth,https://colorlines.com/categories/schools-youth,ok,200,text/html; charset=UTF-8,35155,research_results/third_party_downloads/colorlines.com/colorlines.com_categories_schools-youth_aceb9ab427.html,
colorlines.com,https://colorlines.com/categories/politics,https://colorlines.com/categories/politics,ok,200,text/html; charset=UTF-8,34833,research_results/third_party_downloads/colorlines.com/colorlines.com_categories_politics_9003b49d02.html,
community.aiim.org,http://community.aiim.org,https://community.aiim.org/home,ok,200,text/html; charset=utf-8,77769,research_results/third_party_downloads/community.aiim.org/community.aiim.org_home_d091adac78.html,
community.aiim.org,https://community.aiim.org/home,https://community.aiim.org/home,ok,200,text/html; charset=utf-8,77769,research_results/third_party_downloads/community.aiim.org/community.aiim.org_home_d091adac78.html,
community.aiim.org,https://community.aiim.org/codeofconduct,https://community.aiim.org/termsandconditions,ok,200,text/html; charset=utf-8,79664,research_results/third_party_downloads/community.aiim.org/community.aiim.org_termsandconditions_9824dbd470.html,
info.aiim.org,https://info.aiim.org/subscribe-to-the-digital-landfill-blog,https://info.aiim.org/subscribe-to-the-digital-landfill-blog,ok,200,text/html; charset=UTF-8,42783,research_results/third_party_downloads/info.aiim.org/info.aiim.org_subscribe-to-the-digital-landfill-blog_16dbf14089.html,
info.aiim.org,https://info.aiim.org,https://www.aiim.org/,ok,200,text/html; charset=UTF-8,95302,research_results/third_party_downloads/info.aiim.org/www.aiim.org_e0ea4b3494.html,
info.aiim.org,http://info.aiim.org,https://www.aiim.org/,ok,200,text/html; charset=UTF-8,95302,research_results/third_party_downloads/info.aiim.org/www.aiim.org_e0ea4b3494.html,
www.guidestar.org,https://www.guidestar.org/profile/94-2759879,https://www.guidestar.org/profile/94-2759879,ok,200,text/html; charset=utf-8,113153,research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_profile_94-2759879_cfe51e53d7.html,
www.guidestar.org,https://www.guidestar.org/profile/shared/89796459-f7f6-4286-b0df-2352a87aef3f,https://www.guidestar.org/profile/shared/89796459-f7f6-4286-b0df-2352a87aef3f,ok,200,text/html; charset=utf-8,638552,research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_profile_shared_89796459-f7f6-4286-b0df-2352a87aef3f_66aa9e524f.html,
www.guidestar.org,https://www.guidestar.org,https://www.guidestar.org/,ok,200,text/html; charset=utf-8,25582,research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_33a08789e6.html,
www.aiim.org,http://www.aiim.org/pdfa/ns/id/,https://www.aiim.org/pdfa/ns/id/,error,404,text/html;charset=utf-8,0,,http_404
www.aiim.org,http://www.aiim.org/pdfa/ns/extension/,https://www.aiim.org/pdfa/ns/extension/,error,404,text/html;charset=utf-8,0,,http_404
www.aiim.org,http://www.aiim.org/pdfa/ns/schema,https://www.aiim.org/pdfa/ns/schema,error,404,text/html;charset=utf-8,0,,http_404
give.raceforward.org,https://give.raceforward.org/give/341942/,https://give.raceforward.org/give/341942/,ok,200,text/html; charset=utf-8,67356,research_results/third_party_downloads/give.raceforward.org/give.raceforward.org_give_341942_8382736c4c.html,
give.raceforward.org,https://give.raceforward.org/give/724524/,https://give.raceforward.org/give/724524/,ok,200,text/html; charset=utf-8,122192,research_results/third_party_downloads/give.raceforward.org/give.raceforward.org_give_724524_cd9c9c61dd.html,
give.raceforward.org,https://give.raceforward.org,https://www.raceforward.org/,ok,200,text/html; charset=UTF-8,131748,research_results/third_party_downloads/give.raceforward.org/www.raceforward.org_641110ad5f.html,
api.connectedcommunity.org,https://api.connectedcommunity.org,https://api.connectedcommunity.org/,ok,200,text/html; charset=utf-8,2749,research_results/third_party_downloads/api.connectedcommunity.org/api.connectedcommunity.org_3c79f2ba5f.html,
api.connectedcommunity.org,http://api.connectedcommunity.org,https://api.connectedcommunity.org/,ok,200,text/html; charset=utf-8,2749,research_results/third_party_downloads/api.connectedcommunity.org/api.connectedcommunity.org_3c79f2ba5f.html,
www.higherlogic.com,http://www.higherlogic.com,https://www.higherlogic.com/,ok,200,text/html; charset=UTF-8,116904,research_results/third_party_downloads/www.higherlogic.com/www.higherlogic.com_abe24818b2.html,
www.higherlogic.com,https://www.higherlogic.com,https://www.higherlogic.com/,ok,200,text/html; charset=UTF-8,116904,research_results/third_party_downloads/www.higherlogic.com/www.higherlogic.com_abe24818b2.html,
app.aiim.org,https://app.aiim.org/login/community?client_id=NAOUGfIZ1gTTjyztPaeD&client_secret=OlGntllVLLyAJb4NFlh9&redirect_uri=https%3A%2F%2Fcommunity.aiim.org&response_type=code&state=,https://app.aiim.org/login?returnTo=%2Flogin%2Fcommunity%3Fclient_id%3DNAOUGfIZ1gTTjyztPaeD%26client_secret%3DOlGntllVLLyAJb4NFlh9%26redirect_uri%3Dhttps%253A%252F%252Fcommunity.aiim.org%26response_type%3Dcode%26state%3D,ok,200,text/html; charset=utf-8,3572,research_results/third_party_downloads/app.aiim.org/app.aiim.org_login_16eb323f4a.html,
app.aiim.org,https://app.aiim.org/login/community?client_id=NAOUGfIZ1gTTjyztPaeD&amp;client_secret=OlGntllVLLyAJb4NFlh9&amp;redirect_uri=https%3A%2F%2Fcommunity.aiim.org&amp;response_type=code&amp;state=https%3a%2f%2fcommunity.aiim.org%2fabout,https://app.aiim.org/login?returnTo=%2Flogin%2Fcommunity%3Fclient_id%3DNAOUGfIZ1gTTjyztPaeD%26amp%3Bclient_secret%3DOlGntllVLLyAJb4NFlh9%26amp%3Bredirect_uri%3Dhttps%253A%252F%252Fcommunity.aiim.org%26amp%3Bresponse_type%3Dcode%26amp%3Bstate%3Dhttps%253A%252F%252Fcommunity.aiim.org%252Fabout,ok,200,text/html; charset=utf-8,3572,research_results/third_party_downloads/app.aiim.org/app.aiim.org_login_41fdff0016.html,
app.aiim.org,https://app.aiim.org/login/community?client_id=NAOUGfIZ1gTTjyztPaeD&amp;client_secret=OlGntllVLLyAJb4NFlh9&amp;redirect_uri=https%3A%2F%2Fcommunity.aiim.org&amp;response_type=code&amp;state=https%3a%2f%2fcommunity.aiim.org%2ftermsandconditions,https://app.aiim.org/login?returnTo=%2Flogin%2Fcommunity%3Fclient_id%3DNAOUGfIZ1gTTjyztPaeD%26amp%3Bclient_secret%3DOlGntllVLLyAJb4NFlh9%26amp%3Bredirect_uri%3Dhttps%253A%252F%252Fcommunity.aiim.org%26amp%3Bresponse_type%3Dcode%26amp%3Bstate%3Dhttps%253A%252F%252Fcommunity.aiim.org%252Ftermsandconditions,ok,200,text/html; charset=utf-8,3572,research_results/third_party_downloads/app.aiim.org/app.aiim.org_login_b3e467425c.html,
jobs.aiim.org,https://jobs.aiim.org?site_id=1633,https://jobs.aiim.org/?site_id=1633,ok,200,text/html;charset=UTF-8,86136,research_results/third_party_downloads/jobs.aiim.org/jobs.aiim.org_9ecd838fbd.html,
jobs.aiim.org,https://jobs.aiim.org/job/2026-knowledge-management-qc-onboarding-co-op-jun-dec/81803011/,https://jobs.aiim.org/job/2026-knowledge-management-qc-onboarding-co-op-jun-dec/81803011/,ok,200,text/html;charset=UTF-8,177045,research_results/third_party_downloads/jobs.aiim.org/jobs.aiim.org_job_2026-knowledge-management-qc-onboarding-co-op-jun-dec_81803011_c405a23cb7.html,
jobs.aiim.org,https://jobs.aiim.org/job/health-information-management-directorprivacy-officer/81532550/,https://jobs.aiim.org/job/health-information-management-directorprivacy-officer/81532550/,ok,200,text/html;charset=UTF-8,235666,research_results/third_party_downloads/jobs.aiim.org/jobs.aiim.org_job_health-information-management-directorprivacy-officer_81532550_512cea3936.html,
www.hudexchange.info,https://www.hudexchange.info/resources/documents/HomelessDefinition_RecordkeepingRequirementsandCriteria.pdf,https://files.hudexchange.info/resources/documents/HomelessDefinition_RecordkeepingRequirementsandCriteria.pdf,ok,200,application/pdf,226140,research_results/third_party_downloads/www.hudexchange.info/files.hudexchange.info_resources_documents_HomelessDefinition_RecordkeepingRequirementsandCriteria_892b3f1c19.pdf,
www.hudexchange.info,https://www.hudexchange.info/homelessness-assistance/,https://www.hudexchange.info/homelessness-assistance/,ok,200,text/html;charset=UTF-8,95815,research_results/third_party_downloads/www.hudexchange.info/www.hudexchange.info_homelessness-assistance_43ac18799a.html,
www.hudexchange.info,https://www.hudexchange.info/,https://www.hudexchange.info/,ok,200,text/html;charset=UTF-8,37836,research_results/third_party_downloads/www.hudexchange.info/www.hudexchange.info_032badb6a9.html,
learn.racialequityalliance.org,https://learn.racialequityalliance.org/,https://learn.racialequityalliance.org/,ok,200,text/html; charset=UTF-8,29133,research_results/third_party_downloads/learn.racialequityalliance.org/learn.racialequityalliance.org_ffbac209d2.html,
learn.racialequityalliance.org,https://learn.racialequityalliance.org,https://learn.racialequityalliance.org/,ok,200,text/html; charset=UTF-8,29132,research_results/third_party_downloads/learn.racialequityalliance.org/learn.racialequityalliance.org_ffbac209d2.html,
learn.racialequityalliance.org,http://learn.racialequityalliance.org,http://learn.racialequityalliance.org/,error,400,text/html; charset=iso-8859-1,0,,http_400
www.quantumresidential.com,https://www.QuantumResidential.com,https://www.quantumresidential.com/,ok,200,text/html; charset=UTF-8,74163,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_2cbeae6f0a.html,
www.quantumresidential.com,https://www.quantumresidential.com/about/,https://www.quantumresidential.com/about/,ok,200,text/html; charset=UTF-8,77105,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_about_c448ae8f35.html,
www.quantumresidential.com,https://www.quantumresidential.com/,https://www.quantumresidential.com/,ok,200,text/html; charset=UTF-8,74163,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_2cbeae6f0a.html,
pdf.guidestar.org,https://pdf.guidestar.org/PDF_Images/2023/942/759/2023-942759879-202443199349318664-.pdf,https://pdf.guidestar.org/PDF_Images/2023/942/759/2023-942759879-202443199349318664-.pdf,ok,200,application/pdf,3479400,research_results/third_party_downloads/pdf.guidestar.org/pdf.guidestar.org_PDF_Images_2023_942_759_2023-942759879-202443199349318664-_6baf22a51b.pdf,
pdf.guidestar.org,https://pdf.guidestar.org/PDF_Images/2022/942/759/2022-942759879-202313189349319376-9.pdf,https://pdf.guidestar.org/PDF_Images/2022/942/759/2022-942759879-202313189349319376-9.pdf,ok,200,application/pdf,3523945,research_results/third_party_downloads/pdf.guidestar.org/pdf.guidestar.org_PDF_Images_2022_942_759_2022-942759879-202313189349319376-9_a2527a0b42.pdf,
pdf.guidestar.org,https://pdf.guidestar.org/PDF_Images/2021/942/759/2021-942759879-202223149349307367-9.pdf,https://pdf.guidestar.org/PDF_Images/2021/942/759/2021-942759879-202223149349307367-9.pdf,ok,200,application/pdf,2869239,research_results/third_party_downloads/pdf.guidestar.org/pdf.guidestar.org_PDF_Images_2021_942_759_2021-942759879-202223149349307367-9_7e13d29c3a.pdf,
kirwaninstitute.osu.edu,http://kirwaninstitute.osu.edu/,https://kirwaninstitute.osu.edu/,ok,200,text/html; charset=UTF-8,42288,research_results/third_party_downloads/kirwaninstitute.osu.edu/kirwaninstitute.osu.edu_578ac9fd58.html,
kirwaninstitute.osu.edu,http://kirwaninstitute.osu.edu/implicit-bias-review/,https://kirwaninstitute.osu.edu/implicit-bias-review/,error,404,text/html; charset=UTF-8,0,,http_404
kirwaninstitute.osu.edu,https://kirwaninstitute.osu.edu,https://kirwaninstitute.osu.edu/,ok,200,text/html; charset=UTF-8,42288,research_results/third_party_downloads/kirwaninstitute.osu.edu/kirwaninstitute.osu.edu_578ac9fd58.html,
give.org,https://give.org,https://give.org/,ok,200,text/html; charset=UTF-8,227456,research_results/third_party_downloads/give.org/give.org_b0aa92b51d.html,
give.org,"https://give.org/charity-reviews/national/Other/Charity-Navigator-in-Glen-Rock-nj-52820&quot;,&quot;image&quot;:{&quot;repo:id&quot;:&quot;7ac3af12-6056-4c49-b593-d714b45c7bdd&quot;,&quot;repo:modifyDate&quot;:&quot;2022-06-13T14:09:40Z&quot;,&quot;@type&quot;:&quot;image/svg+xml&quot;,&quot;repo:path&quot;:&quot;/content/dam/cn/cn/logos/aC-S-CMYK-H-ReversedWhite-w-url-01.svg&quot","https://give.org/charity-reviews/national/Other/Charity-Navigator-in-Glen-Rock-nj-52820&quot;,&quot;image&quot;:%7B&quot;repo:id&quot;:&quot;7ac3af12-6056-4c49-b593-d714b45c7bdd&quot;,&quot;repo:modifyDate&quot;:&quot;2022-06-13T14:09:40Z&quot;,&quot;@type&quot;:&quot;image/svg+xml&quot;,&quot;repo:path&quot;:&quot;/content/dam/cn/cn/logos/aC-S-CMYK-H-ReversedWhite-w-url-01.svg&quot",error,404,text/html; charset=UTF-8,0,,http_404
give.org,https://give.org/charity-reviews/national/Other/Charity-Navigator-in-Glen-Rock-nj-52820,https://give.org/charity-reviews/other-charitable-organizations/charity-navigator-in-saddle-brook-nj-9999-52820,ok,200,text/html; charset=UTF-8,191561,research_results/third_party_downloads/give.org/give.org_charity-reviews_other-charitable-organizations_charity-navigator-in-saddle-brook-nj-9999-52820_79e88e6fa2.html,
sos.oregon.gov,http://sos.oregon.gov/,https://sos.oregon.gov/Pages/index.aspx,ok,200,text/html; charset=utf-8,41321,research_results/third_party_downloads/sos.oregon.gov/sos.oregon.gov_Pages_index_4da88a085b.aspx,
sos.oregon.gov,https://sos.oregon.gov/audits/Pages/stateaudits.aspx,https://sos.oregon.gov/audits/Pages/stateaudits.aspx,ok,200,text/html; charset=utf-8,39073,research_results/third_party_downloads/sos.oregon.gov/sos.oregon.gov_audits_Pages_stateaudits_9c5442d3a9.aspx,
sos.oregon.gov,https://sos.oregon.gov/voting/Pages/drop-box-locator.aspx,https://sos.oregon.gov/voting/Pages/drop-box-locator.aspx,ok,200,text/html; charset=utf-8,33919,research_results/third_party_downloads/sos.oregon.gov/sos.oregon.gov_voting_Pages_drop-box-locator_9980475377.aspx,
www.relatedcalifornia.com,https://www.relatedcalifornia.com/our-company/related-northwest,https://www.relatedcalifornia.com/our-company/related-northwest,ok,200,text/html; charset=UTF-8,180115,research_results/third_party_downloads/www.relatedcalifornia.com/www.relatedcalifornia.com_our-company_related-northwest_1120a89d8b.html,
www.relatedcalifornia.com,https://www.relatedcalifornia.com/our-company/properties/beacon-glisan-landing,https://www.relatedcalifornia.com/our-company/properties/beacon-glisan-landing,ok,200,text/html; charset=UTF-8,69944,research_results/third_party_downloads/www.relatedcalifornia.com/www.relatedcalifornia.com_our-company_properties_beacon-glisan-landing_2bbd90a990.html,
www.relatedcalifornia.com,https://www.relatedcalifornia.com/our-company/properties/aldea-glisan-landing,https://www.relatedcalifornia.com/our-company/properties/aldea-glisan-landing,ok,200,text/html; charset=UTF-8,69977,research_results/third_party_downloads/www.relatedcalifornia.com/www.relatedcalifornia.com_our-company_properties_aldea-glisan-landing_f3a0333603.html,
www.prrac.org,http://www.prrac.org/,https://www.prrac.org/,ok,200,text/html; charset=UTF-8,115269,research_results/third_party_downloads/www.prrac.org/www.prrac.org_0c82a6a774.html,
www.prrac.org,http://www.prrac.org/pdf/MarApr2009PRRACstim.pdf,http://www.prrac.org/pdf/MarApr2009PRRACstim.pdf,ok,200,application/pdf,129179,research_results/third_party_downloads/www.prrac.org/www.prrac.org_pdf_MarApr2009PRRACstim_58faccc1de.pdf,
www.prrac.org,https://www.prrac.org,https://www.prrac.org/,ok,200,text/html; charset=UTF-8,115269,research_results/third_party_downloads/www.prrac.org/www.prrac.org_0c82a6a774.html,
www.osba.org,https://www.osba.org/,https://www.osba.org/,ok,200,text/html; charset=UTF-8,220523,research_results/third_party_downloads/www.osba.org/www.osba.org_2e55d62c99.html,
www.osba.org,https://www.osba.org/?s={search_term_string,https://www.osba.org/?s=%7Bsearch_term_string,ok,200,text/html; charset=UTF-8,147872,research_results/third_party_downloads/www.osba.org/www.osba.org_720747e0de.html,
www.osba.org,https://www.osba.org/feed/,https://www.osba.org/feed/,ok,200,application/rss+xml; charset=UTF-8,52835,research_results/third_party_downloads/www.osba.org/www.osba.org_feed_6e8cd2c5c3.bin,
candid.org,https://candid.org/,https://candid.org/,ok,200,text/html; charset=utf-8,105685,research_results/third_party_downloads/candid.org/candid.org_1fdc472226.html,
candid.org,https://candid.org/claim-nonprofit-profile,https://candid.org/claim-nonprofit-profile/,ok,200,text/html; charset=utf-8,114650,research_results/third_party_downloads/candid.org/candid.org_claim-nonprofit-profile_7b929685af.html,
candid.org,https://candid.org/candid-search,https://candid.org/candid-search/,ok,200,text/html; charset=utf-8,128777,research_results/third_party_downloads/candid.org/candid.org_candid-search_1950701017.html,
docs.candid.org,https://docs.candid.org/edoc/10578227,https://docs.candid.org/edoc/10578227,ok,200,image/svg+xml,5600,research_results/third_party_downloads/docs.candid.org/docs.candid.org_edoc_10578227_1b512f3957.bin,
docs.candid.org,https://docs.candid.org/efiles/8405511/b1c3a662-5e04-4e24-bd35-7533f4a36d94.pdf,https://docs.candid.org/efiles/8405511/b1c3a662-5e04-4e24-bd35-7533f4a36d94.pdf,ok,200,application/pdf,288004,research_results/third_party_downloads/docs.candid.org/docs.candid.org_efiles_8405511_b1c3a662-5e04-4e24-bd35-7533f4a36d94_e04e2deae1.pdf,
docs.candid.org,https://docs.candid.org/edoc/10578244/document.pdf,https://docs.candid.org/edoc/10578244/document.pdf,ok,200,application/pdf,491342,research_results/third_party_downloads/docs.candid.org/docs.candid.org_edoc_10578244_document_54eea716d1.pdf,
stollberne.com,https://stollberne.com/,https://stollberne.com/,ok,200,text/html; charset=UTF-8,152324,research_results/third_party_downloads/stollberne.com/stollberne.com_d01149be10.html,
stollberne.com,https://stollberne.com/?s={search_term_string,https://stollberne.com/?s=%7Bsearch_term_string,ok,200,text/html; charset=UTF-8,99759,research_results/third_party_downloads/stollberne.com/stollberne.com_9c01d55374.html,
stollberne.com,https://stollberne.com/wp-json/,https://stollberne.com/wp-json/,ok,200,application/json; charset=UTF-8,557171,research_results/third_party_downloads/stollberne.com/stollberne.com_wp-json_8cecf85dc1.bin,
higherlogicdownload.s3.amazonaws.com,https://higherlogicdownload.s3.amazonaws.com/AIIM/LogoImages/2c7c944a-f41d-4f57-9cfe-d59c13a36d7c_AIIM,https://higherlogicdownload.s3.amazonaws.com/AIIM/LogoImages/2c7c944a-f41d-4f57-9cfe-d59c13a36d7c_AIIM,error,403,application/xml,0,,http_403
higherlogicdownload.s3.amazonaws.com,https://higherlogicdownload.s3.amazonaws.com,https://higherlogicdownload.s3.amazonaws.com/,error,403,application/xml,0,,http_403
higherlogicdownload.s3.amazonaws.com,http://higherlogicdownload.s3.amazonaws.com,http://higherlogicdownload.s3.amazonaws.com/,error,403,application/xml,0,,http_403
